Pourquoi devrions-nous l’écouter ?;Why should we listen to him?
Elle _regarde_ le profil du nouveau PDG sur les réseaux sociaux.;She is looking at the new CEO’s profile on social networks.
Si les _syndicats_ étaient parvenus à un accord, les salaires auraient été augmentés.;If the unions had reached an agreement, wages would have been raised.
